UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
21890232,"Schirmer M, Lyon K, Armstrong JE, Farrell KN",2012,Jan,A socio-ecological adaptive approach to contaminated mega-site management: from 'control and correct' to 'coping with change'.,"Schirmer M, Lyon K, Armstrong JE, Farrell KN.A socio-ecological adaptive approach to contaminated mega-site management: from 'control and correct' to 'coping with change'. J Contam Hydrol. 2012 Jan 1; 127(1-4):101-9. "
21894169,"Edwards KJ, Wheat CG, Sylvan JB",2011,Sep,Under the sea: microbial life in volcanic oceanic crust.,"Edwards KJ, Wheat CG, Sylvan JB.Under the sea: microbial life in volcanic oceanic crust. Nat Rev Microbiol. 2011 Sep 6; 9(10):703-12. "
21925282,"Pickles RS, Groombridge JJ, Zambrana Rojas VD, Van Damme P, Gottelli D, Kundu S, Bodmer R, Ariani CV, Iyengar A, Jordan WC",2011,Dec,"Evolutionary history and identification of conservation units in the giant otter, Pteronura brasiliensis.","Pickles RS, Groombridge JJ, Zambrana Rojas VD, Van Damme P, Gottelli D, Kundu S, Bodmer R, Ariani CV, Iyengar A, Jordan WC.Evolutionary history and identification of conservation units in the giant otter, Pteronura brasiliensis. Mol Phylogenet Evol. 2011 Dec; 61(3):616-27. "
21951059,El-Hames AS,2012,Jul-Aug,Numerical solution for water table rise estimation behind deep underground dam.,El-Hames AS.Numerical solution for water table rise estimation behind deep underground dam. Ground Water. 2012 Jul-Aug; 50(4):621-6. 
21955781,"Gómez-Ramos Mdel M, Pérez-Parada A, García-Reyes JF, Fernández-Alba AR, Agüera A",2011,Nov,Use of an accurate-mass database for the systematic identification of transformation products of organic contaminants in wastewater effluents.,"Gómez-Ramos Mdel M, Pérez-Parada A, García-Reyes JF, Fernández-Alba AR, Agüera A.Use of an accurate-mass database for the systematic identification of transformation products of organic contaminants in wastewater effluents. J Chromatogr A. 2011 Nov 4; 1218(44):8002-12. "
22034312,"Hlawatsch M, Leube P, Nowak W, Weiskopf D",2011,Dec,Flow radar glyphs--static visualization of unsteady flow with uncertainty.,"Hlawatsch M, Leube P, Nowak W, Weiskopf D.Flow radar glyphs--static visualization of unsteady flow with uncertainty. IEEE Trans Vis Comput Graph. 2011 Dec; 17(12):1949-58. "
22036196,"Jamin P, Dollé F, Chisala B, Orban P, Popescu IC, Hérivaux C, Dassargues A, Brouyère S",2012,Jan,A regional flux-based risk assessment approach for multiple contaminated sites on groundwater bodies.,"Jamin P, Dollé F, Chisala B, Orban P, Popescu IC, Hérivaux C, Dassargues A, Brouyère S.A regional flux-based risk assessment approach for multiple contaminated sites on groundwater bodies. J Contam Hydrol. 2012 Jan 1; 127(1-4):65-75. "
22098928,"Romero-González R, Aguilera-Luiz MM, Plaza-Bolaños P, Frenich AG, Vidal JL",2011,Dec,Food contaminant analysis at high resolution mass spectrometry: application for the determination of veterinary drugs in milk.,"Romero-González R, Aguilera-Luiz MM, Plaza-Bolaños P, Frenich AG, Vidal JL.Food contaminant analysis at high resolution mass spectrometry: application for the determination of veterinary drugs in milk. J Chromatogr A. 2011 Dec 30; 1218(52):9353-65. "
22150517,Lewis J,2012,Sep-Oct,The application of ecohydrological groundwater indicators to hydrogeological conceptual models.,Lewis J.The application of ecohydrological groundwater indicators to hydrogeological conceptual models. Ground Water. 2012 Sep-Oct; 50(5):679-89. 
22313159,"Jeannottat S, Hunkeler D",2012,Mar,Chlorine and carbon isotopes fractionation during volatilization and diffusive transport of trichloroethene in the unsaturated zone.,"Jeannottat S, Hunkeler D.Chlorine and carbon isotopes fractionation during volatilization and diffusive transport of trichloroethene in the unsaturated zone. Environ Sci Technol. 2012 Mar 20; 46(6):3169-76. "
22316588,"Pareja L, Pérez-Parada A, Agüera A, Cesio V, Heinzen H, Fernández-Alba AR",2012,May,Photolytic and photocatalytic degradation of quinclorac in ultrapure and paddy field water: identification of transformation products and pathways.,"Pareja L, Pérez-Parada A, Agüera A, Cesio V, Heinzen H, Fernández-Alba AR.Photolytic and photocatalytic degradation of quinclorac in ultrapure and paddy field water: identification of transformation products and pathways. Chemosphere. 2012 May; 87(8):838-44. "
22320852,"Leaf AT, Hart DJ, Bahr JM",2012,Sep-Oct,Active thermal tracer tests for improved hydrostratigraphic characterization.,"Leaf AT, Hart DJ, Bahr JM.Active thermal tracer tests for improved hydrostratigraphic characterization. Ground Water. 2012 Sep-Oct; 50(5):726-35. "
22370394,"Noij IG, Heinen M, Heesmans HI, Thissen JT, Groenendijk P",2012,Mar-Apr,Effectiveness of unfertilized buffer strips for reducing nitrogen loads from agricultural lowland to surface waters.,"Noij IG, Heinen M, Heesmans HI, Thissen JT, Groenendijk P.Effectiveness of unfertilized buffer strips for reducing nitrogen loads from agricultural lowland to surface waters. J Environ Qual. 2012 Mar-Apr; 41(2):322-33. "
22370656,"Plaza-Bolaños P, Padilla-Sánchez JA, Garrido-Frenich A, Romero-González R, Martínez-Vidal JL",2012,Apr,Evaluation of soil contamination in intensive agricultural areas by pesticides and organic pollutants: south-eastern Spain as a case study.,"Plaza-Bolaños P, Padilla-Sánchez JA, Garrido-Frenich A, Romero-González R, Martínez-Vidal JL.Evaluation of soil contamination in intensive agricultural areas by pesticides and organic pollutants: south-eastern Spain as a case study. J Environ Monit. 2012 Apr; 14(4):1182-9. "
22387188,"Bueno MJ, Gomez MJ, Herrera S, Hernando MD, Agüera A, Fernández-Alba AR",2012,May,Occurrence and persistence of organic emerging contaminants and priority pollutants in five sewage treatment plants of Spain: two years pilot survey monitoring.,"Bueno MJ, Gomez MJ, Herrera S, Hernando MD, Agüera A, Fernández-Alba AR.Occurrence and persistence of organic emerging contaminants and priority pollutants in five sewage treatment plants of Spain: two years pilot survey monitoring. Environ Pollut. 2012 May; 164:267-73. "
22394408,Freeze RA,2012,May-Jun,Vignettes of a life in hydrogeology.,Freeze RA.Vignettes of a life in hydrogeology. Ground Water. 2012 May-Jun; 50(3):485-90. 
22410540,"Kassem HA, Siri J, Kamal HA, Wilson ML",2012,Jul,"Environmental factors underlying spatial patterns of sand flies (Diptera: Psychodidae) associated with leishmaniasis in southern Sinai, Egypt.","Kassem HA, Siri J, Kamal HA, Wilson ML.Environmental factors underlying spatial patterns of sand flies (Diptera: Psychodidae) associated with leishmaniasis in southern Sinai, Egypt. Acta Trop. 2012 Jul; 123(1):8-15. "
22467459,"Padilla-Sánchez JA, Michael Thurman E, Plaza-Bolaños P, Ferrer I",2012,May,Identification of pesticide transformation products in agricultural soils using liquid chromatography/quadrupole-time-of-flight mass spectrometry.,"Padilla-Sánchez JA, Michael Thurman E, Plaza-Bolaños P, Ferrer I.Identification of pesticide transformation products in agricultural soils using liquid chromatography/quadrupole-time-of-flight mass spectrometry. Rapid Commun Mass Spectrom. 2012 May 15; 26(9):1091-9. "
22468322,"Breider F, Hunkeler D",2011,Dec,Position-specific carbon isotope analysis of trichloroacetic acid by gas chromatography/isotope ratio mass spectrometry.,"Breider F, Hunkeler D.Position-specific carbon isotope analysis of trichloroacetic acid by gas chromatography/isotope ratio mass spectrometry. Rapid Commun Mass Spectrom. 2011 Dec 30; 25(24):3659-65. "
22536878,"Missimer TM, Drewes JE, Amy G, Maliva RG, Keller S",2012,Jul-Aug,Restoration of wadi aquifers by artificial recharge with treated waste water.,"Missimer TM, Drewes JE, Amy G, Maliva RG, Keller S.Restoration of wadi aquifers by artificial recharge with treated waste water. Ground Water. 2012 Jul-Aug; 50(4):514-27. "
22554551,"Hunkeler D, Laier T, Breider F, Jacobsen OS",2012,Jun,Demonstrating a natural origin of chloroform in groundwater using stable carbon isotopes.,"Hunkeler D, Laier T, Breider F, Jacobsen OS.Demonstrating a natural origin of chloroform in groundwater using stable carbon isotopes. Environ Sci Technol. 2012 Jun 5; 46(11):6096-101. "
22559197,"Romero-González R, Alarcón-Flores MI, Martínez Vidal JL, Garrido Frenich A",2012,May,Simultaneous determination of four biogenic and three volatile amines in anchovy by ultra-high-performance liquid chromatography coupled to tandem mass spectrometry.,"Romero-González R, Alarcón-Flores MI, Martínez Vidal JL, Garrido Frenich A.Simultaneous determination of four biogenic and three volatile amines in anchovy by ultra-high-performance liquid chromatography coupled to tandem mass spectrometry. J Agric Food Chem. 2012 May 30; 60(21):5324-9. "
22612359,"Hadley PW, Newell CJ",2012,Sep-Oct,Groundwater remediation: the next 30 years.,"Hadley PW, Newell CJ.Groundwater remediation: the next 30 years. Ground Water. 2012 Sep-Oct; 50(5):669-78. "
22624366,"Wang SF, Wang LY, Wang XH, Lin P, Liu JR, Xin BD, He GP",2012,Mar,[Solute transport modeling application in groundwater organic contaminant source identification].,"Wang SF, Wang LY, Wang XH, Lin P, Liu JR, Xin BD, He GP.[Solute transport modeling application in groundwater organic contaminant source identification]. Huan Jing Ke Xue. 2012 Mar; 33(3):760-70. "
22643425,"Papić P, Pušić M, Todorović M",2012,,Water quality as an indicator of hydrogeological conditions: a case study of the Belgrade Groundwater Source (Sava/Danube confluence area).,"Papić P, Pušić M, Todorović M.Water quality as an indicator of hydrogeological conditions: a case study of the Belgrade Groundwater Source (Sava/Danube confluence area). Water Sci Technol. 2012; 65(12):2265-71. "
22721762,"Gómez-Pérez ML, Plaza-Bolaños P, Romero-González R, Martínez-Vidal JL, Garrido-Frenich A",2012,Jul,Comprehensive qualitative and quantitative determination of pesticides and veterinary drugs in honey using liquid chromatography-Orbitrap high resolution mass spectrometry.,"Gómez-Pérez ML, Plaza-Bolaños P, Romero-González R, Martínez-Vidal JL, Garrido-Frenich A.Comprehensive qualitative and quantitative determination of pesticides and veterinary drugs in honey using liquid chromatography-Orbitrap high resolution mass spectrometry. J Chromatogr A. 2012 Jul 27; 1248:130-8. "
22736209,"Farid A, Jadoon K, Akhter G, Iqbal MA",2013,Mar,"Hydrostratigraphy and hydrogeology of the western part of Maira area, Khyber Pakhtunkhwa, Pakistan: a case study by using electrical resistivity.","Farid A, Jadoon K, Akhter G, Iqbal MA.Hydrostratigraphy and hydrogeology of the western part of Maira area, Khyber Pakhtunkhwa, Pakistan: a case study by using electrical resistivity. Environ Monit Assess. 2013 Mar; 185(3):2407-22. "
22748081,Wood WW,2009,Nov-Dec,Enhanced geothermal systems: an opportunity for hydrogeology.,Wood WW.Enhanced geothermal systems: an opportunity for hydrogeology. Ground Water. 2009 Nov-Dec; 47(6):751. 
22880946,"Rezaei A, Zare M, Raeisi E, Ghanbari RN",2013,Mar,Interaction of a fresh water lake and a karstic spring via a syncline fold.,"Rezaei A, Zare M, Raeisi E, Ghanbari RN.Interaction of a fresh water lake and a karstic spring via a syncline fold. Ground Water. 2013 Mar; 51(2):305-12. "
22925426,"Breider F, Albers CN, Hunkeler D",2013,Jan,Assessing the role of trichloroacetyl-containing compounds in the natural formation of chloroform using stable carbon isotopes analysis.,"Breider F, Albers CN, Hunkeler D.Assessing the role of trichloroacetyl-containing compounds in the natural formation of chloroform using stable carbon isotopes analysis. Chemosphere. 2013 Jan; 90(2):441-8. "
22938317,"Ott H, de Kloe K, van Bakel M, Vos F, van Pelt A, Legerstee P, Bauer A, Eide K, van der Linden A, Berg S, Makurat A",2012,Aug,Core-flood experiment for transport of reactive fluids in rocks.,"Ott H, de Kloe K, van Bakel M, Vos F, van Pelt A, Legerstee P, Bauer A, Eide K, van der Linden A, Berg S, Makurat A.Core-flood experiment for transport of reactive fluids in rocks. Rev Sci Instrum. 2012 Aug; 83(8):084501. "
22982450,"Banzhaf S, Nödler K, Licha T, Krein A, Scheytt T",2012,Nov,Redox-sensitivity and mobility of selected pharmaceutical compounds in a low flow column experiment.,"Banzhaf S, Nödler K, Licha T, Krein A, Scheytt T.Redox-sensitivity and mobility of selected pharmaceutical compounds in a low flow column experiment. Sci Total Environ. 2012 Nov 1; 438:113-21. "
23127810,"Lozano A, Rajski Ł, Belmonte-Valles N, Uclés A, Uclés S, Mezcua M, Fernández-Alba AR",2012,Dec,Pesticide analysis in teas and chamomile by liquid chromatography and gas chromatography tandem mass spectrometry using a modified QuEChERS method: validation and pilot survey in real samples.,"Lozano A, Rajski Ł, Belmonte-Valles N, Uclés A, Uclés S, Mezcua M, Fernández-Alba AR.Pesticide analysis in teas and chamomile by liquid chromatography and gas chromatography tandem mass spectrometry using a modified QuEChERS method: validation and pilot survey in real samples. J Chromatogr A. 2012 Dec 14; 1268:109-22. "
23141316,"Mezcua M, Martínez-Uroz MA, Gómez-Ramos MM, Gómez MJ, Navas JM, Fernández-Alba AR",2012,Oct,Analysis of synthetic endocrine-disrupting chemicals in food: a review.,"Mezcua M, Martínez-Uroz MA, Gómez-Ramos MM, Gómez MJ, Navas JM, Fernández-Alba AR.Analysis of synthetic endocrine-disrupting chemicals in food: a review. Talanta. 2012 Oct 15; 100:90-106. "
23147822,"Padilla-Sánchez JA, Plaza-Bolaños P, Romero-González R, Grande-Martínez A, Thurman EM, Garrido-Frenich A",2012,Nov,Innovative determination of polar organophosphonate pesticides based on high-resolution Orbitrap mass spectrometry.,"Padilla-Sánchez JA, Plaza-Bolaños P, Romero-González R, Grande-Martínez A, Thurman EM, Garrido-Frenich A.Innovative determination of polar organophosphonate pesticides based on high-resolution Orbitrap mass spectrometry. J Mass Spectrom. 2012 Nov; 47(11):1458-65. "
23175988,"Lozano A, Pérez-Parada A, Heinzen H, Fernández-Alba AR",2012,Sep-Oct,Inclusion of 1-naphthylacetic acid and 2-(1-naphthyl)acetamide into three typical multiresidue methods for LC/MS/MS analysis of tomatoes and zucchini.,"Lozano A, Pérez-Parada A, Heinzen H, Fernández-Alba AR.Inclusion of 1-naphthylacetic acid and 2-(1-naphthyl)acetamide into three typical multiresidue methods for LC/MS/MS analysis of tomatoes and zucchini. J AOAC Int. 2012 Sep-Oct; 95(5):1520-7. "
23202573,"Burke V, Duennbier U, Massmann G",2013,,The effect of aeration on the removal of wastewater-derived pharmaceutical residues from groundwater - a laboratory study.,"Burke V, Duennbier U, Massmann G.The effect of aeration on the removal of wastewater-derived pharmaceutical residues from groundwater - a laboratory study. Water Sci Technol. 2013; 67(3):658-66. "
23237058,"Diem S, Renard P, Schirmer M",2013,Nov-Dec,New methods to estimate 2D water level distributions of dynamic rivers.,"Diem S, Renard P, Schirmer M.New methods to estimate 2D water level distributions of dynamic rivers. Ground Water. 2013 Nov-Dec; 51(6):847-54. "
23240130,"Rajski Ł, Lozano A, Belmonte-Valles N, Uclés A, Uclés S, Mezcua M, Fernandez-Alba AR",2013,Feb,Comparison of three multiresidue methods to analyse pesticides in green tea with liquid and gas chromatography/tandem mass spectrometry.,"Rajski Ł, Lozano A, Belmonte-Valles N, Uclés A, Uclés S, Mezcua M, Fernandez-Alba AR.Comparison of three multiresidue methods to analyse pesticides in green tea with liquid and gas chromatography/tandem mass spectrometry. Analyst. 2013 Feb 21; 138(3):921-31. "
